Year,ID Geography,Geography,Wage GINI,Wage GINI Moe
"2016","31000US41540","Salisbury, MD-DE",0.4494,0.0151
"2016","31000US21500","Erie, PA",0.4442,0.0176
"2016","31000US41700","San Antonio-New Braunfels, TX",0.457,0.0072
"2016","31000US46540","Utica-Rome, NY",0.4532,0.0205
"2016","31000US41500","Salinas, CA",0.4514,0.0168
"2016","31000US21660","Eugene, OR",0.4588,0.0121
"2016","31000US20940","El Centro, CA",0.4746,0.0341
"2016","31000US10180","Abilene, TX",0.4516,0.027000000000000003
"2016","31000US41420","Salem, OR",0.4161,0.0173
"2016","31000US21700","Eureka-Arcata-Fortuna, CA",0.5038,0.0768
"2016","31000US41400","Salem, OH",0.4132,0.0265
"2016","31000US10300","Adrian, MI",0.4336,0.0304
"2016","31000US21780","Evansville, IN-KY",0.4603,0.0216
"2016","31000US41180","St. Louis, MO-IL",0.467,0.0064
"2016","31000US20740","Eau Claire, WI",0.4321,0.0223
"2016","31000US41740","San Diego-Carlsbad, CA",0.4644,0.0063
"2016","31000US21820","Fairbanks, AK",0.3756,0.032
"2016","31000US41140","St. Joseph, MO-KS",0.4531,0.029400000000000003
"2016","31000US46520","Urban Honolulu, HI",0.43,0.0081
"2016","31000US10380","Aguadilla-Isabela, PR",0.5233,0.0173
"2016","31000US22020","Fargo, ND-MN",0.4382,0.0205
"2016","31000US46700","Vallejo-Fairfield, CA",0.434,0.0222
"2016","31000US41100","St. George, UT",0.443,0.0323
"2016","31000US10420","Akron, OH",0.4669,0.0105
"2016","31000US22060","Faribault-Northfield, MN",0.4123,0.0213
"2016","31000US20700","East Stroudsburg, PA",0.4177,0.0198
"2016","31000US41060","St. Cloud, MN",0.4257,0.0134
"2016","31000US22100","Farmington, MO",0.4268,0.0303
"2016","31000US49740","Yuma, AZ",0.4269,0.0187
"2016","31000US20500","Durham-Chapel Hill, NC",0.4916,0.0145
"2016","31000US40980","Saginaw, MI",0.4522,0.025899999999999996
"2016","31000US22140","Farmington, NM",0.4229,0.022
"2016","31000US41780","Sandusky, OH",0.4725,0.0462
"2016","31000US46380","Ukiah, CA",0.5156,0.0647
"2016","31000US40900","Sacramento--Roseville--Arden-Arcade, CA",0.4713,0.0081
"2016","31000US22180","Fayetteville, NC",0.4376,0.0161
"2016","31000US20380","Dunn, NC",0.4151,0.0222
"2016","31000US10460","Alamogordo, NM",0.533,0.0959
"2016","31000US40780","Russellville, AR",0.4781,0.0321
"2016","31000US22220","Fayetteville-Springdale-Rogers, AR-MO",0.4682,0.0136
"2016","31000US40740","Roswell, NM",0.4811,0.0749
"2016","31000US10500","Albany, GA",0.4829,0.0279
"2016","31000US22300","Findlay, OH",0.4264,0.025999999999999995
"2016","31000US40700","Roseburg, OR",0.4685,0.0461
"2016","31000US20260","Duluth, MN-WI",0.442,0.0142
"2016","31000US41860","San Francisco-Oakland-Hayward, CA",0.4821,0.0046
"2016","31000US22380","Flagstaff, AZ",0.4525,0.0268
"2016","31000US40660","Rome, GA",0.4659,0.0479
"2016","31000US46340","Tyler, TX",0.4416,0.0246
"2016","31000US10540","Albany, OR",0.4535,0.0474
"2016","31000US22420","Flint, MI",0.4738,0.014700000000000001
"2016","31000US47020","Victoria, TX",0.5124,0.0355
"2016","31000US40580","Rocky Mount, NC",0.4843,0.0275
"2016","31000US10580","Albany-Schenectady-Troy, NY",0.452,0.0097
"2016","31000US22500","Florence, SC",0.4609,0.0194
"2016","31000US20220","Dubuque, IA",0.4751,0.0481
"2016","31000US40420","Rockford, IL",0.4635,0.0218
"2016","31000US22520","Florence-Muscle Shoals, AL",0.4417,0.0199
"2016","31000US49700","Yuba City, CA",0.4569,0.0336
"2016","31000US20180","DuBois, PA",0.4168,0.0366
"2016","31000US40380","Rochester, NY",0.4542,0.008
"2016","31000US22540","Fond du Lac, WI",0.3974,0.0242
"2016","31000US41900","San Germán, PR",0.5237,0.0272
"2016","31000US46300","Twin Falls, ID",0.419,0.028599999999999997
"2016","31000US40340","Rochester, MN",0.4384,0.0156
"2016","31000US22580","Forest City, NC",0.4511,0.0328
"2016","31000US20100","Dover, DE",0.4152,0.0215
"2016","31000US10700","Albertville, AL",0.4788,0.0371
"2016","31000US40260","Roanoke Rapids, NC",0.4652,0.0406
"2016","31000US22660","Fort Collins, CO",0.44,0.0168
"2016","31000US40220","Roanoke, VA",0.4594,0.0177
"2016","31000US22840","Fort Payne, AL",0.4528,0.028299999999999995
"2016","31000US10740","Albuquerque, NM",0.464,0.0112
"2016","31000US40140","Riverside-San Bernardino-Ontario, CA",0.4491,0.006
"2016","31000US22900","Fort Smith, AR-OK",0.4402,0.0168
"2016","31000US20020","Dothan, AL",0.4682,0.014100000000000001
"2016","31000US41940","San Jose-Sunnyvale-Santa Clara, CA",0.4649,0.0063
"2016","31000US40080","Richmond-Berea, KY",0.4558,0.0303
"2016","31000US23060","Fort Wayne, IN",0.4388,0.0125
"2016","31000US47220","Vineland-Bridgeton, NJ",0.4455,0.0238
"2016","31000US46220","Tuscaloosa, AL",0.4806,0.0213
"2016","31000US10780","Alexandria, LA",0.4978,0.0237
"2016","31000US23180","Frankfort, KY",0.3993,0.0257
"2016","31000US19820","Detroit-Warren-Dearborn, MI",0.481,0.0043
"2016","31000US40060","Richmond, VA",0.4649,0.0098
"2016","31000US10900","Allentown-Bethlehem-Easton, PA-NJ",0.4419,0.0118
"2016","31000US23420","Fresno, CA",0.491,0.0104
"2016","31000US39980","Richmond, IN",0.4303,0.0265
"2016","31000US49660","Youngstown-Warren-Boardman, OH-PA",0.4602,0.0158
"2016","31000US23460","Gadsden, AL",0.4477,0.0221
"2016","31000US19780","Des Moines-West Des Moines, IA",0.4377,0.013100000000000002
"2016","31000US39900","Reno, NV",0.4731,0.0178
"2016","31000US41980","San Juan-Carolina-Caguas, PR",0.5418,0.009
"2016","31000US23540","Gainesville, FL",0.5024,0.0225
"2016","31000US19740","Denver-Aurora-Lakewood, CO",0.4547,0.0056
"2016","31000US46180","Tupelo, MS",0.4549,0.0296
"2016","31000US39820","Redding, CA",0.4655,0.0167
"2016","31000US23580","Gainesville, GA",0.4268,0.0317
"2016","31000US11020","Altoona, PA",0.4395,0.0379
"2016","31000US39740","Reading, PA",0.4386,0.0158
"2016","31000US39660","Rapid City, SD",0.4552,0.0275
"2016","31000US23700","Gallup, NM",0.4899,0.0255
"2016","31000US11100","Amarillo, TX",0.4691,0.0202
"2016","31000US39580","Raleigh, NC",0.4469,0.0101
"2016","31000US23900","Gettysburg, PA",0.3985,0.0176
"2016","31000US19660","Deltona-Daytona Beach-Ormond Beach, FL",0.4555,0.012900000000000002
"2016","31000US42020","San Luis Obispo-Paso Robles-Arroyo Grande, CA",0.4376,0.017
"2016","31000US39540","Racine, WI",0.4328,0.0179
"2016","31000US24020","Glens Falls, NY",0.4357,0.0352
"2016","31000US47260","Virginia Beach-Norfolk-Newport News, VA-NC",0.441,0.008
"2016","31000US46140","Tulsa, OK",0.4673,0.0082
"2016","31000US11180","Ames, IA",0.4647,0.0279
"2016","31000US24060","Glenwood Springs, CO",0.4422,0.057199999999999994
"2016","31000US19500","Decatur, IL",0.4613,0.0255
"2016","31000US39500","Quincy, IL-MO",0.4635,0.0313
"2016","31000US11260","Anchorage, AK",0.4105,0.0154
"2016","31000US24140","Goldsboro, NC",0.4755,0.0226
"2016","31000US39460","Punta Gorda, FL",0.4792,0.0335
"2016","31000US49620","York-Hanover, PA",0.4015,0.0124
"2016","31000US24220","Grand Forks, ND-MN",0.4557,0.0307
"2016","31000US19460","Decatur, AL",0.4699,0.0335
"2016","31000US39380","Pueblo, CO",0.4477,0.0193
"2016","31000US42100","Santa Cruz-Watsonville, CA",0.4857,0.0171
"2016","31000US24260","Grand Island, NE",0.4467,0.0361
"2016","31000US19380","Dayton, OH",0.4682,0.0124
"2016","31000US46100","Tullahoma-Manchester, TN",0.4553,0.0371
"2016","31000US39340","Provo-Orem, UT",0.4147,0.0119
"2016","31000US24300","Grand Junction, CO",0.4346,0.0218
"2016","31000US11460","Ann Arbor, MI",0.4903,0.015
"2016","31000US39300","Providence-Warwick, RI-MA",0.4714,0.0077
"2016","31000US39140","Prescott, AZ",0.4627,0.029700000000000004
"2016","31000US24340","Grand Rapids-Wyoming, MI",0.4401,0.0117
"2016","31000US11500","Anniston-Oxford-Jacksonville, AL",0.4692,0.0357
"2016","31000US39060","Pottsville, PA",0.4072,0.0165
"2016","31000US24420","Grants Pass, OR",0.4616,0.0301
"2016","31000US19340","Davenport-Moline-Rock Island, IA-IL",0.4386,0.0154
"2016","31000US42140","Santa Fe, NM",0.4794,0.02
"2016","31000US39020","Portsmouth, OH",0.4785,0.047
"2016","31000US24500","Great Falls, MT",0.4703,0.0399
"2016","31000US47300","Visalia-Porterville, CA",0.4554,0.0207
"2016","31000US46060","Tucson, AZ",0.4684,0.0096
"2016","31000US11540","Appleton, WI",0.4146,0.0191
"2016","31000US24540","Greeley, CO",0.4375,0.0195
"2016","31000US19300","Daphne-Fairhope-Foley, AL",0.4498,0.0203
"2016","31000US38940","Port St. Lucie, FL",0.4842,0.0168
"2016","31000US11640","Arecibo, PR",0.4742,0.018
"2016","31000US24580","Green Bay, WI",0.4276,0.017
"2016","31000US38900","Portland-Vancouver-Hillsboro, OR-WA",0.4481,0.0066
"2016","31000US49420","Yakima, WA",0.4486,0.0393
"2016","31000US24620","Greeneville, TN",0.5066,0.05199999999999999
"2016","31000US19260","Danville, VA",0.4447,0.0421
"2016","31000US38860","Portland-South Portland, ME",0.4474,0.012999999999999998
"2016","31000US42200","Santa Maria-Santa Barbara, CA",0.4707,0.0157
"2016","31000US24640","Greenfield Town, MA",0.4626,0.0284
"2016","31000US19180","Danville, IL",0.4462,0.034
"2016","31000US46020","Truckee-Grass Valley, CA",0.4784,0.0339
"2016","31000US38820","Port Angeles, WA",0.4144,0.023
"2016","31000US24660","Greensboro-High Point, NC",0.4789,0.0139
"2016","31000US11700","Asheville, NC",0.4536,0.014899999999999998
"2016","31000US38660","Ponce, PR",0.5257,0.0277
"2016","31000US38540","Pocatello, ID",0.4654,0.0459
"2016","31000US24780","Greenville, NC",0.4907,0.0248
"2016","31000US11780","Ashtabula, OH",0.4635,0.0395
"2016","31000US38460","Plattsburgh, NY",0.4077,0.02
"2016","31000US24860","Greenville-Anderson-Mauldin, SC",0.4652,0.0111
"2016","31000US19140","Dalton, GA",0.4566,0.0347
"2016","31000US42220","Santa Rosa, CA",0.4481,0.0138
"2016","31000US38340","Pittsfield, MA",0.4463,0.0187
"2016","31000US24940","Greenwood, SC",0.4644,0.0296
"2016","31000US47380","Waco, TX",0.4891,0.0275
"2016","31000US45940","Trenton, NJ",0.5003,0.017
"2016","31000US11900","Athens, OH",0.4999,0.0395
"2016","31000US25020","Guayama, PR",0.5233,0.0856
"2016","31000US19100","Dallas-Fort Worth-Arlington, TX",0.4667,0.0038
"2016","31000US38300","Pittsburgh, PA",0.4615,0.0046
"2016","31000US11980","Athens, TX",0.4776,0.0645
"2016","31000US25060","Gulfport-Biloxi-Pascagoula, MS",0.4512,0.014299999999999998
"2016","31000US38240","Pinehurst-Southern Pines, NC",0.4585,0.0349
"2016","31000US38220","Pine Bluff, AR",0.4662,0.027399999999999997
"2016","31000US25180","Hagerstown-Martinsburg, MD-WV",0.438,0.0217
"2016","31000US19060","Cumberland, MD-WV",0.4142,0.026299999999999997
"2016","31000US42340","Savannah, GA",0.4738,0.018
"2016","31000US12020","Athens-Clarke County, GA",0.5092,0.0227
"2016","31000US25220","Hammond, LA",0.4788,0.030900000000000004
"2016","31000US18980","Cullman, AL",0.4518,0.0311
"2016","31000US45900","Traverse City, MI",0.4621,0.0237
"2016","31000US38060","Phoenix-Mesa-Scottsdale, AZ",0.4686,0.0063
"2016","31000US25260","Hanford-Corcoran, CA",0.4321,0.0312
"2016","31000US49340","Worcester, MA-CT",0.4494,0.0079
"2016","31000US37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",0.484,0.0042
"2016","31000US12060","Atlanta-Sandy Springs-Roswell, GA",0.4713,0.0049
"2016","31000US25420","Harrisburg-Carlisle, PA",0.4308,0.0127
"2016","31000US37900","Peoria, IL",0.4446,0.0125
"2016","31000US37860","Pensacola-Ferry Pass-Brent, FL",0.4337,0.0166
"2016","31000US25500","Harrisonburg, VA",0.4558,0.0362
"2016","31000US18880","Crestview-Fort Walton Beach-Destin, FL",0.4445,0.0192
"2016","31000US42540","Scranton--Wilkes-Barre--Hazleton, PA",0.4613,0.0102
"2016","31000US37620","Parkersburg-Vienna, WV",0.4739,0.0333
"2016","31000US25540","Hartford-West Hartford-East Hartford, CT",0.4648,0.0092
"2016","31000US47460","Walla Walla, WA",0.4765,0.0585
"2016","31000US45860","Torrington, CT",0.4497,0.0229
"2016","31000US12100","Atlantic City-Hammonton, NJ",0.4599,0.0159
"2016","31000US25620","Hattiesburg, MS",0.5111,0.0386
"2016","31000US18700","Corvallis, OR",0.4911,0.0222
"2016","31000US37460","Panama City, FL",0.4576,0.0264
"2016","31000US12180","Auburn, NY",0.4138,0.028200000000000003
"2016","31000US25740","Helena, MT",0.4529,0.0762
"2016","31000US37340","Palm Bay-Melbourne-Titusville, FL",0.4645,0.0116
"2016","31000US37260","Palatka, FL",0.4254,0.0358
"2016","31000US25840","Hermiston-Pendleton, OR",0.4229,0.0321
"2016","31000US18580","Corpus Christi, TX",0.4442,0.0146
"2016","31000US42620","Searcy, AR",0.4236,0.0256
"2016","31000US12220","Auburn-Opelika, AL",0.4773,0.029700000000000004
"2016","31000US25860","Hickory-Lenoir-Morganton, NC",0.4526,0.0175
"2016","31000US18500","Corning, NY",0.4569,0.0397
"2016","31000US45820","Topeka, KS",0.4366,0.0229
"2016","31000US37140","Paducah, KY-IL",0.4884,0.0301
"2016","31000US25900","Hilo, HI",0.4674,0.0201
"2016","31000US49300","Wooster, OH",0.4116,0.0176
"2016","31000US37100","Oxnard-Thousand Oaks-Ventura, CA",0.4474,0.0117
"2016","31000US12260","Augusta-Richmond County, GA-SC",0.4555,0.0105
"2016","31000US25940","Hilton Head Island-Bluffton-Beaufort, SC",0.4706,0.0277
"2016","31000US37020","Owosso, MI",0.4251,0.030900000000000004
"2016","31000US36980","Owensboro, KY",0.4622,0.0296
"2016","31000US25980","Hinesville, GA",0.3943,0.0335
"2016","31000US18300","Coos Bay, OR",0.4504,0.0417
"2016","31000US42660","Seattle-Tacoma-Bellevue, WA",0.4578,0.006499999999999999
"2016","31000US36860","Ottawa-Peru, IL",0.4045,0.0163
"2016","31000US26020","Hobbs, NM",0.4445,0.0338
"2016","31000US47580","Warner Robins, GA",0.4249,0.0222
"2016","31000US45780","Toledo, OH",0.4804,0.014
"2016","31000US12300","Augusta-Waterville, ME",0.4355,0.0241
"2016","31000US26090","Holland, MI",0.3837,0.0166
"2016","31000US18260","Cookeville, TN",0.4977,0.0288
"2016","31000US36780","Oshkosh-Neenah, WI",0.4468,0.0319
"2016","31000US12420","Austin-Round Rock, TX",0.4594,0.0079
"2016","31000US26140","Homosassa Springs, FL",0.4443,0.0265
"2016","31000US36740","Orlando-Kissimmee-Sanford, FL",0.4606,0.0075
"2016","31000US36700","Orangeburg, SC",0.5016,0.0467
"2016","31000US26300","Hot Springs, AR",0.4441,0.0247
"2016","31000US18180","Concord, NH",0.4185,0.0207
"2016","31000US42680","Sebastian-Vero Beach, FL",0.5373,0.0429
"2016","31000US12540","Bakersfield, CA",0.4644,0.0132
"2016","31000US26380","Houma-Thibodaux, LA",0.4601,0.0268
"2016","31000US18140","Columbus, OH",0.4628,0.0078
"2016","31000US45540","The Villages, FL",0.4363,0.0382
"2016","31000US36660","Opelousas, LA",0.4942,0.025999999999999995
"2016","31000US26420","Houston-The Woodlands-Sugar Land, TX",0.4901,0.0052
"2016","31000US49220","Wisconsin Rapids-Marshfield, WI",0.4425,0.0332
"2016","31000US36540","Omaha-Council Bluffs, NE-IA",0.444,0.0078
"2016","31000US12580","Baltimore-Columbia-Towson, MD",0.4539,0.005
"2016","31000US26580","Huntington-Ashland, WV-KY-OH",0.4654,0.0185
"2016","31000US36500","Olympia-Tumwater, WA",0.4119,0.0161
"2016","31000US36460","Olean, NY",0.4167,0.0191
"2016","31000US26620","Huntsville, AL",0.4787,0.0159
"2016","31000US18020","Columbus, IN",0.4381,0.029
"2016","31000US42700","Sebring, FL",0.4504,0.0866
"2016","31000US36420","Oklahoma City, OK",0.4597,0.0074
"2016","31000US26660","Huntsville, TX",0.4532,0.030999999999999996
"2016","31000US47700","Warsaw, IN",0.4303,0.043
"2016","31000US45500","Texarkana, TX-AR",0.4897,0.0277
"2016","31000US12620","Bangor, ME",0.4529,0.029400000000000003
"2016","31000US26740","Hutchinson, KS",0.4512,0.0427
"2016","31000US17980","Columbus, GA-AL",0.4931,0.021
"2016","31000US36300","Ogdensburg-Massena, NY",0.4378,0.025800000000000003
"2016","31000US12700","Barnstable Town, MA",0.4678,0.0237
"2016","31000US26820","Idaho Falls, ID",0.4239,0.0241
"2016","31000US36260","Ogden-Clearfield, UT",0.3953,0.013500000000000002
"2016","31000US36220","Odessa, TX",0.5128,0.053
"2016","31000US26860","Indiana, PA",0.4606,0.0245
"2016","31000US17900","Columbia, SC",0.4592,0.0127
"2016","31000US42860","Seneca, SC",0.4735,0.0371
"2016","31000US12940","Baton Rouge, LA",0.4882,0.013100000000000002
"2016","31000US26900","Indianapolis-Carmel-Anderson, IN",0.4732,0.0101
"2016","31000US17860","Columbia, MO",0.4706,0.025800000000000003
"2016","31000US45460","Terre Haute, IN",0.4195,0.0184
"2016","31000US36140","Ocean City, NJ",0.4815,0.0287
"2016","31000US26980","Iowa City, IA",0.4708,0.0198
"2016","31000US49180","Winston-Salem, NC",0.4813,0.0144
"2016","31000US36100","Ocala, FL",0.4428,0.0169
"2016","31000US12980","Battle Creek, MI",0.4545,0.0207
"2016","31000US27060","Ithaca, NY",0.475,0.0231
"2016","31000US36020","Oak Harbor, WA",0.4359,0.0391
"2016","31000US35980","Norwich-New London, CT",0.4591,0.0187
"2016","31000US27100","Jackson, MI",0.4421,0.029499999999999995
"2016","31000US17820","Colorado Springs, CO",0.4318,0.0095
"2016","31000US42940","Sevierville, TN",0.4064,0.039
"2016","31000US35900","North Wilkesboro, NC",0.4259,0.0301
"2016","31000US27140","Jackson, MS",0.4706,0.014700000000000001
"2016","31000US47900","Washington-Arlington-Alexandria, DC-VA-MD-WV",0.4442,0.0032
"2016","31000US45300","Tampa-St. Petersburg-Clearwater, FL",0.4759,0.0055
"2016","31000US13020","Bay City, MI",0.4429,0.0346
"2016","31000US27180","Jackson, TN",0.4664,0.0217
"2016","31000US17780","College Station-Bryan, TX",0.5243,0.0195
"2016","31000US35840","North Port-Sarasota-Bradenton, FL",0.4765,0.0112
"2016","31000US13140","Beaumont-Port Arthur, TX",0.4813,0.0194
"2016","31000US27260","Jacksonville, FL",0.4574,0.0086
"2016","31000US35660","Niles-Benton Harbor, MI",0.4783,0.0185
"2016","31000US35620","New York-Newark-Jersey City, NY-NJ-PA",0.513,0.0022
"2016","31000US27340","Jacksonville, NC",0.3787,0.017
"2016","31000US17660","Coeur d'Alene, ID",0.4217,0.0215
"2016","31000US43060","Shawnee, OK",0.4357,0.025999999999999995
"2016","31000US13180","Beaver Dam, WI",0.3951,0.025800000000000003
"2016","31000US27460","Jamestown-Dunkirk-Fredonia, NY",0.4303,0.0182
"2016","31000US17460","Cleveland-Elyria, OH",0.4896,0.0072
"2016","31000US45220","Tallahassee, FL",0.4703,0.0151
"2016","31000US35420","New Philadelphia-Dover, OH",0.39,0.0216
"2016","31000US27500","Janesville-Beloit, WI",0.4274,0.0179
"2016","31000US49020","Winchester, VA-WV",0.4098,0.0246
"2016","31000US35380","New Orleans-Metairie, LA",0.5053,0.0108
"2016","31000US13220","Beckley, WV",0.437,0.0214
"2016","31000US35300","New Haven-Milford, CT",0.4617,0.0095
"2016","31000US27620","Jefferson City, MO",0.3856,0.0167
"2016","31000US17420","Cleveland, TN",0.4359,0.0364
"2016","31000US35260","New Castle, PA",0.4837,0.0445
"2016","31000US27740","Johnson City, TN",0.4641,0.0235
"2016","31000US43100","Sheboygan, WI",0.4102,0.0216
"2016","31000US47940","Waterloo-Cedar Falls, IA",0.4671,0.0287
"2016","31000US35100","New Bern, NC",0.4656,0.0291
"2016","31000US27780","Johnstown, PA",0.4288,0.0177
"2016","31000US17340","Clearlake, CA",0.4763,0.0353
"2016","31000US45180","Talladega-Sylacauga, AL",0.4486,0.026200000000000005
"2016","31000US13380","Bellingham, WA",0.4351,0.0157
"2016","31000US27860","Jonesboro, AR",0.4923,0.051
"2016","31000US34980","Nashville-Davidson--Murfreesboro--Franklin, TN",0.4619,0.0067
"2016","31000US13460","Bend-Redmond, OR",0.42,0.027399999999999997
"2016","31000US34940","Naples-Immokalee-Marco Island, FL",0.5327,0.0246
"2016","31000US27900","Joplin, MO",0.4619,0.0322
"2016","31000US17300","Clarksville, TN-KY",0.4131,0.0159
"2016","31000US34900","Napa, CA",0.4641,0.019
"2016","31000US27980","Kahului-Wailuku-Lahaina, HI",0.4612,0.0272
"2016","31000US43140","Shelby, NC",0.4851,0.0396
"2016","31000US17220","Clarksburg, WV",0.448,0.0299
"2016","31000US13740","Billings, MT",0.4237,0.0154
"2016","31000US28020","Kalamazoo-Portage, MI",0.4671,0.0164
"2016","31000US34860","Nacogdoches, TX",0.4954,0.0534
"2016","31000US45060","Syracuse, NY",0.456,0.01
"2016","31000US48980","Wilson, NC",0.4998,0.0504
"2016","31000US28060","Kalispell, MT",0.4696,0.0414
"2016","31000US34820","Myrtle Beach-Conway-North Myrtle Beach, SC-NC",0.4558,0.0188
"2016","31000US13780","Binghamton, NY",0.459,0.0184
"2016","31000US34780","Muskogee, OK",0.4802,0.0296
"2016","31000US28100","Kankakee, IL",0.4113,0.0209
"2016","31000US17200","Claremont-Lebanon, NH-VT",0.4694,0.0244
"2016","31000US34740","Muskegon, MI",0.4316,0.0204
"2016","31000US28140","Kansas City, MO-KS",0.4547,0.0072
"2016","31000US43300","Sherman-Denison, TX",0.429,0.0233
"2016","31000US48020","Watertown-Fort Atkinson, WI",0.3854,0.0165
"2016","31000US34620","Muncie, IN",0.4806,0.0393
"2016","31000US28180","Kapaa, HI",0.4198,0.0312
"2016","31000US17140","Cincinnati, OH-KY-IN",0.4663,0.0068
"2016","31000US44980","Sunbury, PA",0.4201,0.0196
"2016","31000US13820","Birmingham-Hoover, AL",0.4888,0.0127
"2016","31000US28300","Keene, NH",0.4382,0.0353
"2016","31000US34580","Mount Vernon-Anacortes, WA",0.4279,0.0253
"2016","31000US13900","Bismarck, ND",0.455,0.0334
"2016","31000US34380","Mount Pleasant, MI",0.4938,0.0339
"2016","31000US28420","Kennewick-Richland, WA",0.422,0.0158
"2016","31000US17060","Chillicothe, OH",0.4579,0.036
"2016","31000US34340","Mount Airy, NC",0.5322,0.0558
"2016","31000US28580","Key West, FL",0.461,0.0242
"2016","31000US43320","Show Low, AZ",0.4847,0.0291
"2016","31000US17020","Chico, CA",0.4888,0.0222
"2016","31000US13980","Blacksburg-Christiansburg-Radford, VA",0.5119,0.0333
"2016","31000US28660","Killeen-Temple, TX",0.4312,0.0193
"2016","31000US34180","Moses Lake, WA",0.4275,0.0255
"2016","31000US44940","Sumter, SC",0.4923,0.0446
"2016","31000US48900","Wilmington, NC",0.5016,0.0164
"2016","31000US28700","Kingsport-Bristol-Bristol, TN-VA",0.4641,0.018
"2016","31000US34100","Morristown, TN",0.4622,0.054000000000000006
"2016","31000US14010","Bloomington, IL",0.442,0.0167
"2016","31000US34060","Morgantown, WV",0.5266,0.0361
"2016","31000US28740","Kingston, NY",0.461,0.0186
"2016","31000US16980","Chicago-Naperville-Elgin, IL-IN-WI",0.4832,0.0033
"2016","31000US33980","Morehead City, NC",0.4404,0.0256
"2016","31000US28900","Klamath Falls, OR",0.4348,0.024
"2016","31000US43340","Shreveport-Bossier City, LA",0.5115,0.0177
"2016","31000US48060","Watertown-Fort Drum, NY",0.4343,0.0233
"2016","31000US33860","Montgomery, AL",0.4873,0.0204
"2016","31000US28940","Knoxville, TN",0.472,0.0098
"2016","31000US16940","Cheyenne, WY",0.3927,0.0226
"2016","31000US44700","Stockton-Lodi, CA",0.4466,0.0122
"2016","31000US14020","Bloomington, IN",0.4976,0.0252
"2016","31000US29020","Kokomo, IN",0.4556,0.0235
"2016","31000US33780","Monroe, MI",0.4146,0.024
"2016","31000US14100","Bloomsburg-Berwick, PA",0.4516,0.021
"2016","31000US33740","Monroe, LA",0.4963,0.0265
"2016","31000US29100","La Crosse-Onalaska, WI-MN",0.432,0.0197
"2016","31000US16860","Chattanooga, TN-GA",0.4855,0.0159
"2016","31000US33700","Modesto, CA",0.4532,0.0157
"2016","31000US29180","Lafayette, LA",0.4803,0.0159
"2016","31000US43420","Sierra Vista-Douglas, AZ",0.4325,0.0256
"2016","31000US16820","Charlottesville, VA",0.462,0.017
"2016","31000US14140","Bluefield, WV-VA",0.4571,0.0373
"2016","31000US29200","Lafayette-West Lafayette, IN",0.4659,0.0224
"2016","31000US48700","Williamsport, PA",0.4148,0.029400000000000003
"2016","31000US44660","Stillwater, OK",0.5589,0.0408
"2016","31000US33540","Missoula, MT",0.4981,0.0323
"2016","31000US29300","LaGrange, GA",0.4594,0.0317
"2016","31000US14260","Boise City, ID",0.4612,0.0183
"2016","31000US33500","Minot, ND",0.4109,0.0374
"2016","31000US33460","Minneapolis-St. Paul-Bloomington, MN-WI",0.446,0.005
"2016","31000US29340","Lake Charles, LA",0.4741,0.0203
"2016","31000US16740","Charlotte-Concord-Gastonia, NC-SC",0.4724,0.0086
"2016","31000US43580","Sioux City, IA-NE-SD",0.4281,0.0213
"2016","31000US29380","Lake City, FL",0.4855,0.0519
"2016","31000US33340","Milwaukee-Waukesha-West Allis, WI",0.488,0.0078
"2016","31000US48140","Wausau, WI",0.4412,0.024
"2016","31000US14460","Boston-Cambridge-Newton, MA-NH",0.4753,0.0041
"2016","31000US29420","Lake Havasu City-Kingman, AZ",0.4645,0.029
"2016","31000US16700","Charleston-North Charleston, SC",0.4838,0.015299999999999998
"2016","31000US44620","Stevens Point, WI",0.4258,0.0218
"2016","31000US33260","Midland, TX",0.4776,0.0238
"2016","31000US29460","Lakeland-Winter Haven, FL",0.4455,0.013100000000000002
"2016","31000US14500","Boulder, CO",0.484,0.0162
"2016","31000US33220","Midland, MI",0.4636,0.0299
"2016","31000US33140","Michigan City-La Porte, IN",0.4309,0.026200000000000005
"2016","31000US29540","Lancaster, PA",0.4331,0.013500000000000002
"2016","31000US16660","Charleston-Mattoon, IL",0.4543,0.029400000000000003
"2016","31000US43620","Sioux Falls, SD",0.4317,0.0173
"2016","31000US29620","Lansing-East Lansing, MI",0.4489,0.011
"2016","31000US14540","Bowling Green, KY",0.4771,0.0314
"2016","31000US16620","Charleston, WV",0.4986,0.0252
"2016","31000US33100","Miami-Fort Lauderdale-West Palm Beach, FL",0.5149,0.0051
"2016","31000US29700","Laredo, TX",0.504,0.0181
"2016","31000US48660","Wichita Falls, TX",0.4484,0.0216
"2016","31000US44420","Staunton-Waynesboro, VA",0.413,0.0272
"2016","31000US32940","Meridian, MS",0.4787,0.0234
"2016","31000US29740","Las Cruces, NM",0.4912,0.025999999999999995
"2016","31000US14580","Bozeman, MT",0.5056,0.035
"2016","31000US32900","Merced, CA",0.4969,0.030999999999999996
"2016","31000US32820","Memphis, TN-MS-AR",0.494,0.0103
"2016","31000US29820","Las Vegas-Henderson-Paradise, NV",0.4563,0.0078
"2016","31000US16580","Champaign-Urbana, IL",0.499,0.0218
"2016","31000US43740","Somerset, PA",0.43,0.0239
"2016","31000US29860","Laurel, MS",0.4812,0.0379
